,CANT,PRECIO_UNITARIO,COSTO_UNITARIO,COSTO_UNITARIO_CALCULADO,SUBTOTAL_PARTIDA,COSTO_TOTAL_CALCULADO,MARGEN_UNITARIO_CALCULADO,MARGEN_TOTAL_CALCULADO
1308,5.0,561.7,0.0,61.77,2808.5,308.87,499.93,2499.63
1309,5.0,542.65,0.0,51.49,2713.25,257.43,491.16,2455.82
1310,10.0,485.0,144.4,144.4,4850.0,1444.0,340.6,3406.0
1311,2.0,315.0,57.6,57.6,630.0,115.2,257.4,514.8
1312,8.0,1056.55,336.58,336.58,8452.4,2692.66,719.97,5759.74
1313,1.0,2665.0,1318.1,1318.1,2665.0,1318.1,1346.9,1346.9
1314,2.0,717.87,331.49,331.49,1435.74,662.99,386.37,772.75
1315,2.0,691.7,186.16,186.16,1383.4,372.32,505.54,1011.08
1316,2.0,521.04,205.2,205.2,1042.08,410.41,315.84,631.67
1317,4.0,350.41,125.68,125.68,1401.64,502.72,224.73,898.92
1318,4.0,3788.69,0.0,120.76,15154.76,483.02,3667.93,14671.74
1319,1.0,125.0,48.2,48.2,125.0,48.2,76.8,76.8
1320,5.0,1188.0,485.13,1044.55,24952.75,2499.93,8936.55,22452.82
1321,1.0,958.3,157.64,157.64,958.3,157.64,800.66,800.66
1322,1.0,802.0,63.9,63.9,802.0,63.9,738.1,738.1
1323,1.0,5309.11,1292.27,1292.27,5309.11,1292.27,4016.84,4016.84
1324,2.0,696.0,30.45,30.45,1392.0,60.89,665.55,1331.11
1325,8.0,1801.38,996.4,996.4,7205.52,3985.6,804.98,3219.92
1326,4.0,2360.0,0.0,961.36,9440.0,3845.43,1398.64,5594.57
1327,20.0,1800.18,0.0,592.18,3911.1,11843.56,1208.0,24160.04
1328,6.0,3890.0,936.33,936.33,23340.0,5618.0,2953.67,17722.0
1329,6.0,3890.0,0.0,1133.81,23340.0,6802.89,2756.19,16537.11
1330,10.0,195.0,0.0,88.63,1950.0,886.28,106.37,1063.72
1331,2.0,728.43,0.0,168.53,1456.86,337.07,559.9,1119.79
1332,20.0,1475.3,301.31,301.31,29506.0,6026.11,1173.99,23479.89
1333,1.0,1318.7,919.68,919.68,1318.7,919.68,399.02,399.02
1334,1.0,1009.65,286.34,286.34,1009.65,286.34,723.31,723.31
1335,1.0,827.59,227.18,227.18,827.59,227.18,600.41,600.41
1336,1.0,873.75,137.33,137.33,873.75,137.33,736.42,736.42
1337,1.0,735.0,139.65,139.65,735.0,139.65,595.35,595.35
1338,6.0,2177.5,280.14,280.14,13065.0,1680.81,1897.36,11384.19
1339,6.0,1545.0,89.98,89.98,9270.0,539.86,1455.02,8730.14
1340,1.0,2220.7,448.24,448.24,2220.7,448.24,1772.46,1772.46
1341,2.0,3643.7,0.0,0.0,7287.4,0.0,3643.7,7287.4
1342,9.0,1512.12,0.0,0.0,13609.08,0.0,1512.12,13609.08
1343,1.0,1800.69,328.36,328.36,1800.69,328.36,1472.33,1472.33
1344,1.0,1158.51,78.25,78.25,1158.51,78.25,1080.26,1080.26
1345,8.0,909.56,0.0,253.9,7276.48,2031.23,655.66,5245.25
1346,4.0,955.38,158.36,158.36,3821.52,633.45,797.02,3188.07
1347,8.0,710.0,96.96,96.96,5680.0,775.7,613.04,4904.3
1348,1.0,1385.5,140.88,140.88,1385.5,140.88,1244.62,1244.62
1349,10.0,123.0,21.39,21.39,1230.0,213.85,101.61,1016.15
1350,6.0,980.0,301.12,301.12,5880.0,1806.71,678.88,4073.29
1351,9.0,980.0,299.53,299.53,8820.0,2695.79,680.47,6124.21
1352,1.0,1130.5,499.2,499.2,1130.5,499.2,631.3,631.3
1353,3.0,155.0,79.01,79.01,465.0,237.03,75.99,227.97
1354,6.0,620.35,0.0,127.06,3722.1,762.35,493.29,2959.75
1355,1.0,1188.0,0.0,0.0,13688.0,0.0,13688.0,13688.0
1356,1.0,2220.7,293.13,293.13,2220.7,293.13,1927.57,1927.57
1357,1.0,1121.7,0.0,291.13,1121.7,291.13,830.57,830.57
1358,1.0,1302.15,0.0,196.44,1302.15,196.44,1105.71,1105.71
1359,2.0,485.0,144.4,144.4,970.0,288.8,340.6,681.2
1360,1.0,1188.0,1734.88,1734.88,18482.78,1734.88,974.4,16747.9
1361,3.5,1457.2,0.0,461.49,3911.1,11537.18,995.71,24892.82
1362,10.0,123.0,21.39,21.39,1230.0,213.85,101.61,1016.15
1363,4.0,2056.2,466.2,466.2,8224.8,1864.79,1590.0,6360.01
1364,1.0,315.0,57.6,57.6,315.0,57.6,257.4,257.4
1365,20.0,1475.3,315.59,315.59,29506.0,6311.82,1159.71,23194.18
1366,10.0,355.0,119.05,119.05,3550.0,1190.47,235.95,2359.53
1367,3.0,1385.9,0.0,0.0,4157.7,0.0,1385.9,4157.7
1368,10.0,1613.26,668.13,668.13,16132.6,6681.26,945.13,9451.34
1369,4.0,420.0,37.65,37.65,1680.0,150.59,382.35,1529.41
1370,2.0,1166.63,0.0,360.2,2333.26,720.39,806.43,1612.87
1371,2.0,576.65,0.0,366.62,1153.3,733.23,210.03,420.07
1372,1.0,485.0,144.4,144.4,485.0,144.4,340.6,340.6
1373,3.0,315.0,57.6,57.6,945.0,172.8,257.4,772.2
1374,1.0,3045.5,0.0,0.0,3045.5,0.0,3045.5,3045.5
1375,1.0,689.63,227.18,227.18,689.63,227.18,462.44,462.44
1376,4.0,3416.0,222.14,222.14,6832.0,444.27,3193.86,6387.73
1377,1.0,815.0,222.0,222.0,815.0,222.0,593.0,593.0
1378,3.0,1449.3,454.72,454.72,4347.9,1364.17,994.58,2983.73
1379,6.0,395.29,97.49,97.49,2371.74,584.96,297.8,1786.78
1380,4.0,266.0,97.3,97.3,1064.0,389.19,168.7,674.81
1381,4.0,655.5,306.53,306.53,2622.0,1226.13,348.97,1395.87
1382,1.0,1435.2,0.0,355.52,1435.2,355.52,1079.68,1079.68
1383,1.0,2278.45,414.88,414.88,2278.45,414.88,1863.57,1863.57
1384,2.0,1110.0,0.0,83.4,2220.0,166.8,1026.6,2053.2
1385,4.0,2056.2,0.0,586.32,8224.8,2345.29,1469.88,5879.51
1386,6.0,3053.25,828.0,828.0,18319.5,4968.0,2225.25,13351.5
1387,5.0,4810.0,0.0,442.5,24050.0,2212.51,4367.5,21837.49
1388,2.0,976.0,360.7,360.7,1952.0,721.39,615.3,1230.61
1389,1.0,3730.0,1311.27,1311.27,3730.0,1311.27,2418.73,2418.73
1390,5.0,3053.25,773.21,773.21,15266.25,3866.04,2280.04,11400.21
1391,12.0,3090.0,89.98,179.95,18540.0,1079.71,2910.05,17460.29
1392,1.0,410.0,57.6,57.6,410.0,57.6,352.4,352.4
1393,1.0,1188.0,0.0,2335.2,11809.98,2335.2,9474.78,9474.78
1394,6.0,2494.8,0.0,620.47,14968.8,3722.84,1874.33,11245.96
1395,2.0,700.0,0.0,325.78,1400.0,651.57,374.22,748.43
1396,3.0,478.0,0.0,66.31,1434.0,198.93,411.69,1235.07
1397,3.5,792.11,131.45,131.45,20594.86,3417.8,660.66,17177.06
1398,10.0,798.79,137.63,137.63,7987.9,1376.26,661.16,6611.64
1399,5.0,729.57,0.0,232.01,3647.85,1160.05,497.56,2487.8
1400,5.0,737.62,236.2,236.2,3688.1,1181.01,501.42,2507.09
1401,10.0,1357.5,0.0,405.55,13575.0,4055.46,951.95,9519.54
1402,1.0,1325.07,0.0,0.0,1325.07,0.0,1325.07,1325.07
1403,16.0,1981.88,0.0,333.62,3911.1,5337.9,1648.26,26372.18
1404,2.0,3730.0,0.0,696.46,7460.0,1392.92,3033.54,6067.08
1405,10.0,488.0,107.33,107.33,4880.0,1073.25,380.67,3806.75
1406,4.0,759.0,0.0,681.52,3036.0,2726.1,77.48,309.9
1407,1.0,5668.99,0.0,1319.88,5668.99,1319.88,4349.11,4349.11
1408,1.0,2300.0,0.0,99.68,2300.0,99.68,2200.32,2200.32
1409,6.0,2959.68,0.0,1186.76,17758.08,7120.54,1772.92,10637.54
1410,2.0,732.0,0.0,317.5,1464.0,635.0,414.5,829.0
1411,1.0,1000.0,226.23,226.23,1000.0,226.23,773.77,773.77
1412,1.0,1188.0,191.8,4579.08,12500.0,4579.08,7920.92,7920.92
1413,5.0,1897.27,78.09,78.09,9486.35,390.43,1819.18,9095.92
1414,3.0,510.0,51.16,51.16,1530.0,153.49,458.84,1376.51
1415,6.0,1888.0,0.0,294.5,11328.0,1767.02,1593.5,9560.98
1416,3.0,439.15,0.0,123.21,1317.45,369.62,315.94,947.83
1417,2.0,925.82,65.31,65.31,1851.64,130.63,860.51,1721.01
1418,2.0,1910.5,286.13,286.13,3821.0,572.25,1624.37,3248.75
1419,2.0,2020.42,421.91,421.91,4040.84,843.82,1598.51,3197.02
1420,2.0,1177.07,477.16,477.16,2354.14,954.32,699.91,1399.82
1421,6.0,712.0,102.31,102.31,4272.0,613.88,609.69,3658.12
1422,6.0,718.6,104.69,104.69,4311.6,628.12,613.91,3683.48
1423,3.0,2182.35,0.0,596.55,6547.05,1789.64,1585.8,4757.41
1424,1.0,5909.84,1884.35,1884.35,5909.84,1884.35,4025.49,4025.49
1425,10.0,1406.0,0.0,80.66,14060.0,806.55,1325.34,13253.45
